SUB_ICB_LOCATION_CODE,ICB_ONS_CODE,REGION_CODE,Appointment_Month,Included Practices,Open Practices,Patients registered at included practices,Patients registered at open practices
06H,E54000056,E40000007,01AUG2021,84,87,1001630,1001630
06H,E54000056,E40000007,01SEP2021,84,89,1002436,1002436
06H,E54000056,E40000007,01OCT2021,84,89,1004323,1004323
06H,E54000056,E40000007,01NOV2021,84,89,1008074,1008074
06H,E54000056,E40000007,01DEC2021,84,89,1010218,1010218
06H,E54000056,E40000007,01JAN2022,84,89,992124,1011681
06H,E54000056,E40000007,01FEB2022,85,89,1012384,1012384
06H,E54000056,E40000007,01MAR2022,88,89,1013211,1013211
06H,E54000056,E40000007,01APR2022,88,89,1013985,1013985
06H,E54000056,E40000007,01MAY2022,87,89,1010972,1014804
06H,E54000056,E40000007,01JUN2022,87,89,1012784,1016601
06H,E54000056,E40000007,01JUL2022,87,89,1014333,1018157
06H,E54000056,E40000007,01AUG2022,87,89,1015516,1019340
06H,E54000056,E40000007,01SEP2022,87,89,1017148,1020988
06H,E54000056,E40000007,01OCT2022,87,89,1019256,1023081
06H,E54000056,E40000007,01NOV2022,87,89,1023059,1026880
06H,E54000056,E40000007,01DEC2022,87,89,1024881,1028705
06H,E54000056,E40000007,01JAN2023,87,89,1025840,1029644
06K,E54000025,E40000007,01AUG2020,51,54,610441,610696
06K,E54000025,E40000007,01SEP2020,51,54,610806,611058
06K,E54000025,E40000007,01OCT2020,51,54,610965,611216
06K,E54000025,E40000007,01NOV2020,51,54,611410,611659
06K,E54000025,E40000007,01DEC2020,50,53,605713,605959
06K,E54000025,E40000007,01JAN2021,50,53,605785,605899
06K,E54000025,E40000007,01FEB2021,50,52,605788,605894
06K,E54000025,E40000007,01MAR2021,50,52,605965,606067
06K,E54000025,E40000007,01APR2021,50,52,606398,606495
06K,E54000025,E40000007,01MAY2021,50,52,612968,613064
06K,E54000025,E40000007,01JUN2021,50,52,613445,613543
06K,E54000025,E40000007,01JUL2021,50,52,614617,614716
06K,E54000025,E40000007,01AUG2021,50,52,615146,615246
06K,E54000025,E40000007,01SEP2021,50,52,615611,615713
06K,E54000025,E40000007,01OCT2021,50,52,615410,615516
06K,E54000025,E40000007,01NOV2021,50,52,615898,616005
06K,E54000025,E40000007,01DEC2021,50,52,616116,616235
06K,E54000025,E40000007,01JAN2022,50,52,616341,616463
06K,E54000025,E40000007,01FEB2022,50,52,616922,617038
06K,E54000025,E40000007,01MAR2022,50,52,617048,617160
06K,E54000025,E40000007,01APR2022,50,52,616798,616908
06K,E54000025,E40000007,01MAY2022,50,52,616699,616803
06K,E54000025,E40000007,01JUN2022,50,52,617098,617206
06K,E54000025,E40000007,01JUL2022,49,52,606767,617684
06K,E54000025,E40000007,01AUG2022,49,51,617836,617939
06K,E54000025,E40000007,01SEP2022,48,50,617957,618055
06K,E54000025,E40000007,01OCT2022,48,50,618319,618405
06K,E54000025,E40000007,01NOV2022,48,50,619441,619529
06K,E54000025,E40000007,01DEC2022,48,50,620114,620216
06K,E54000025,E40000007,01JAN2023,48,50,620516,620619
06L,E54000023,E40000007,01AUG2020,38,39,413953,414129
06L,E54000023,E40000007,01SEP2020,38,39,414133,414314
06L,E54000023,E40000007,01OCT2020,38,39,413980,414164
06L,E54000023,E40000007,01NOV2020,38,39,414172,414355
06L,E54000023,E40000007,01DEC2020,38,39,414189,414366
06L,E54000023,E40000007,01JAN2021,38,39,414343,414519
06L,E54000023,E40000007,01FEB2021,38,39,414638,414808
06L,E54000023,E40000007,01MAR2021,38,39,414886,415055
06L,E54000023,E40000007,01APR2021,38,39,415705,415872
06L,E54000023,E40000007,01MAY2021,38,39,416057,416225
06L,E54000023,E40000007,01JUN2021,38,39,416308,416468
06L,E54000023,E40000007,01JUL2021,35,39,392657,416971
06L,E54000023,E40000007,01AUG2021,35,36,416927,417085
06L,E54000023,E40000007,01SEP2021,35,36,417991,418153
06L,E54000023,E40000007,01OCT2021,35,36,417945,418121
06L,E54000023,E40000007,01NOV2021,35,36,417960,418142
06L,E54000023,E40000007,01DEC2021,35,36,418175,418348
06L,E54000023,E40000007,01JAN2022,35,36,418603,418775
06L,E54000023,E40000007,01FEB2022,35,36,418811,418983
06L,E54000023,E40000007,01MAR2022,35,36,418959,419134
06L,E54000023,E40000007,01APR2022,35,36,419127,419304
06L,E54000023,E40000007,01MAY2022,35,36,419305,419480
06L,E54000023,E40000007,01JUN2022,35,36,419629,419798
06L,E54000023,E40000007,01JUL2022,35,36,420125,420285
06L,E54000023,E40000007,01AUG2022,35,36,420475,420630
06L,E54000023,E40000007,01SEP2022,35,36,420759,420914
06L,E54000023,E40000007,01OCT2022,35,36,420662,420820
06L,E54000023,E40000007,01NOV2022,35,36,420851,421014
06L,E54000023,E40000007,01DEC2022,35,36,421264,421457
06L,E54000023,E40000007,01JAN2023,35,36,421674,421881
06N,E54000025,E40000007,01AUG2020,55,55,661248,661248
06N,E54000025,E40000007,01SEP2020,55,55,661327,661327
06N,E54000025,E40000007,01OCT2020,55,55,660716,660716
06N,E54000025,E40000007,01NOV2020,55,55,660745,660745
06N,E54000025,E40000007,01DEC2020,55,55,660951,660951
06N,E54000025,E40000007,01JAN2021,55,55,661249,661249
06N,E54000025,E40000007,01FEB2021,55,55,660950,660950
06N,E54000025,E40000007,01MAR2021,55,55,661468,661468
06N,E54000025,E40000007,01APR2021,55,55,662255,662255
06N,E54000025,E40000007,01MAY2021,55,55,662580,662580
06N,E54000025,E40000007,01JUN2021,55,55,663038,663038
06N,E54000025,E40000007,01JUL2021,54,55,661706,664601
06N,E54000025,E40000007,01AUG2021,54,54,665691,665691
06N,E54000025,E40000007,01SEP2021,54,54,666969,666969
06N,E54000025,E40000007,01OCT2021,54,54,666989,666989
06N,E54000025,E40000007,01NOV2021,54,54,667141,667141
06N,E54000025,E40000007,01DEC2021,54,54,667790,667790
06N,E54000025,E40000007,01JAN2022,54,54,668490,668490
06N,E54000025,E40000007,01FEB2022,54,54,669008,669008
06N,E54000025,E40000007,01MAR2022,54,54,669123,669123
06N,E54000025,E40000007,01APR2022,54,54,669754,669754
06N,E54000025,E40000007,01MAY2022,53,54,667065,670001
06N,E54000025,E40000007,01JUN2022,53,53,670720,670720
06N,E54000025,E40000007,01JUL2022,53,53,671716,671716
06N,E54000025,E40000007,01AUG2022,53,53,672439,672439
06N,E54000025,E40000007,01SEP2022,53,53,673874,673874
06N,E54000025,E40000007,01OCT2022,53,53,674087,674087
06N,E54000025,E40000007,01NOV2022,53,53,674647,674647
06N,E54000025,E40000007,01DEC2022,53,53,675244,675244
06N,E54000025,E40000007,01JAN2023,53,53,676041,676041
06Q,E54000026,E40000007,01AUG2020,39,42,393578,398194
06Q,E54000026,E40000007,01SEP2020,39,42,393791,398412
06Q,E54000026,E40000007,01OCT2020,39,42,393995,398618
06Q,E54000026,E40000007,01NOV2020,39,42,394235,398855
06Q,E54000026,E40000007,01DEC2020,39,42,394452,399113
06Q,E54000026,E40000007,01JAN2021,39,42,394664,399339
06Q,E54000026,E40000007,01FEB2021,39,42,394523,399214
06Q,E54000026,E40000007,01MAR2021,39,42,394682,399394
06Q,E54000026,E40000007,01APR2021,39,42,395510,400224
06Q,E54000026,E40000007,01MAY2021,39,42,396219,400928
06Q,E54000026,E40000007,01JUN2021,39,42,396864,401581
06Q,E54000026,E40000007,01JUL2021,38,42,389975,402244
06Q,E54000026,E40000007,01AUG2021,38,41,398192,402894
06Q,E54000026,E40000007,01SEP2021,38,41,398746,403448
06Q,E54000026,E40000007,01OCT2021,38,41,399001,403707
06Q,E54000026,E40000007,01NOV2021,38,41,399234,403937
06Q,E54000026,E40000007,01DEC2021,39,41,404024,404099
06Q,E54000026,E40000007,01JAN2022,39,41,404176,404251
06Q,E54000026,E40000007,01FEB2022,39,41,404547,404622
06Q,E54000026,E40000007,01MAR2022,39,41,404808,404882
06Q,E54000026,E40000007,01APR2022,39,41,405288,405361
06Q,E54000026,E40000007,01MAY2022,39,41,405713,405789
06Q,E54000026,E40000007,01JUN2022,39,41,406180,406254
06Q,E54000026,E40000007,01JUL2022,39,41,406882,406951
06Q,E54000026,E40000007,01AUG2022,39,41,407433,407501
06Q,E54000026,E40000007,01SEP2022,39,41,407906,407971
06Q,E54000026,E40000007,01OCT2022,39,41,408202,408263
06Q,E54000026,E40000007,01NOV2022,39,41,408718,408777
06Q,E54000026,E40000007,01DEC2022,39,41,409450,409508
06Q,E54000026,E40000007,01JAN2023,39,41,409695,409751
06T,E54000023,E40000007,01AUG2020,32,33,359957,359958
06T,E54000023,E40000007,01SEP2020,32,33,359933,359934
06T,E54000023,E40000007,01OCT2020,32,33,360143,360144
06T,E54000023,E40000007,01NOV2020,32,33,360744,360745
06T,E54000023,E40000007,01DEC2020,32,33,361059,361059
06T,E54000023,E40000007,01JAN2021,32,33,361272,361272
06T,E54000023,E40000007,01FEB2021,32,33,361013,361013
06T,E54000023,E40000007,01MAR2021,32,33,360936,360936
06T,E54000023,E40000007,01APR2021,32,33,361390,361390
06T,E54000023,E40000007,01MAY2021,32,33,361668,361668
06T,E54000023,E40000007,01JUN2021,32,33,361981,361981
06T,E54000023,E40000007,01JUL2021,32,33,362147,362147
06T,E54000023,E40000007,01AUG2021,32,33,362511,362511
06T,E54000023,E40000007,01SEP2021,32,33,362780,362780
06T,E54000023,E40000007,01OCT2021,32,33,362832,362832
06T,E54000023,E40000007,01NOV2021,32,33,363519,363519
06T,E54000023,E40000007,01DEC2021,32,33,364582,364582
06T,E54000023,E40000007,01JAN2022,32,33,365026,365026
06T,E54000023,E40000007,01FEB2022,32,33,365290,365290
06T,E54000023,E40000007,01MAR2022,32,33,365518,365518
06T,E54000023,E40000007,01APR2022,32,33,365777,365777
06T,E54000023,E40000007,01MAY2022,32,33,366033,366033
06T,E54000023,E40000007,01JUN2022,32,33,366277,366277
06T,E54000023,E40000007,01JUL2022,32,33,366602,366602
06T,E54000023,E40000007,01AUG2022,32,33,366669,366669
06T,E54000023,E40000007,01SEP2022,32,33,366795,366795
06T,E54000023,E40000007,01OCT2022,32,33,366927,366927
06T,E54000023,E40000007,01NOV2022,32,33,367813,367813
06T,E54000023,E40000007,01DEC2022,32,33,369026,369026
06T,E54000023,E40000007,01JAN2023,32,33,369519,369519
07G,E54000026,E40000007,01AUG2020,27,27,182051,182051
07G,E54000026,E40000007,01SEP2020,27,27,182153,182153
07G,E54000026,E40000007,01OCT2020,27,27,182190,182190
07G,E54000026,E40000007,01NOV2020,27,27,182264,182264
07G,E54000026,E40000007,01DEC2020,27,27,182443,182443
07G,E54000026,E40000007,01JAN2021,27,27,182463,182463
07G,E54000026,E40000007,01FEB2021,27,27,182350,182350
07G,E54000026,E40000007,01MAR2021,27,27,182379,182379
07G,E54000026,E40000007,01APR2021,27,27,182624,182624
07G,E54000026,E40000007,01MAY2021,27,27,182916,182916
07G,E54000026,E40000007,01JUN2021,27,27,183243,183243
07G,E54000026,E40000007,01JUL2021,27,27,183489,183489
07G,E54000026,E40000007,01AUG2021,27,27,183610,183610
07G,E54000026,E40000007,01SEP2021,27,27,183811,183811
07G,E54000026,E40000007,01OCT2021,27,27,183822,183822
07G,E54000026,E40000007,01NOV2021,27,27,183918,183918
07G,E54000026,E40000007,01DEC2021,27,27,184101,184101
07G,E54000026,E40000007,01JAN2022,27,27,184224,184224
07G,E54000026,E40000007,01FEB2022,27,27,184316,184316
07G,E54000026,E40000007,01MAR2022,27,27,184360,184360
07G,E54000026,E40000007,01APR2022,27,27,184541,184541
07G,E54000026,E40000007,01MAY2022,27,27,184563,184563
07G,E54000026,E40000007,01JUN2022,27,27,184609,184609
07G,E54000026,E40000007,01JUL2022,27,27,184829,184829
07G,E54000026,E40000007,01AUG2022,27,27,184880,184880
07G,E54000026,E40000007,01SEP2022,27,27,184994,184994
07G,E54000026,E40000007,01OCT2022,27,27,185094,185094
07G,E54000026,E40000007,01NOV2022,27,27,185321,185321
07G,E54000026,E40000007,01DEC2022,27,27,185482,185482
07G,E54000026,E40000007,01JAN2023,27,27,185611,185611
07H,E54000025,E40000007,01AUG2020,30,30,320176,320176
07H,E54000025,E40000007,01SEP2020,30,30,320379,320379
07H,E54000025,E40000007,01OCT2020,30,30,320296,320296
07H,E54000025,E40000007,01NOV2020,30,30,320361,320361
07H,E54000025,E40000007,01DEC2020,30,30,320615,320615
07H,E54000025,E40000007,01JAN2021,30,30,320857,320857
07H,E54000025,E40000007,01FEB2021,30,30,320960,320960
07H,E54000025,E40000007,01MAR2021,30,30,321026,321026
07H,E54000025,E40000007,01APR2021,30,30,321560,321560
07H,E54000025,E40000007,01MAY2021,30,30,321875,321875
07H,E54000025,E40000007,01JUN2021,30,30,322273,322273
07H,E54000025,E40000007,01JUL2021,30,30,322848,322848
07H,E54000025,E40000007,01AUG2021,30,30,323406,323406
07H,E54000025,E40000007,01SEP2021,30,30,323755,323755
07H,E54000025,E40000007,01OCT2021,30,30,323760,323760
07H,E54000025,E40000007,01NOV2021,30,30,323781,323781
07H,E54000025,E40000007,01DEC2021,30,30,324067,324067
07H,E54000025,E40000007,01JAN2022,30,30,324269,324269
07H,E54000025,E40000007,01FEB2022,30,30,324363,324363
07H,E54000025,E40000007,01MAR2022,30,30,324357,324357
07H,E54000025,E40000007,01APR2022,30,30,324521,324521
07H,E54000025,E40000007,01MAY2022,30,30,324617,324617
07H,E54000025,E40000007,01JUN2022,30,30,324894,324894
07H,E54000025,E40000007,01JUL2022,30,30,325376,325376
07H,E54000025,E40000007,01AUG2022,30,30,325797,325797
07H,E54000025,E40000007,01SEP2022,30,30,326082,326082
07H,E54000025,E40000007,01OCT2022,30,30,325987,325987
07H,E54000025,E40000007,01NOV2022,30,30,326320,326320
07H,E54000025,E40000007,01DEC2022,30,30,326794,326794
07H,E54000025,E40000007,01JAN2023,30,30,326877,326877
07K,E54000023,E40000007,01AUG2020,24,24,257784,257784
07K,E54000023,E40000007,01SEP2020,24,24,257875,257875
07K,E54000023,E40000007,01OCT2020,24,24,257862,257862
07K,E54000023,E40000007,01NOV2020,24,24,257856,257856
07K,E54000023,E40000007,01DEC2020,24,24,258053,258053
07K,E54000023,E40000007,01JAN2021,24,24,258396,258396
07K,E54000023,E40000007,01FEB2021,24,24,258333,258333
07K,E54000023,E40000007,01MAR2021,24,24,258515,258515
07K,E54000023,E40000007,01APR2021,24,24,259222,259222
07K,E54000023,E40000007,01MAY2021,24,24,259470,259470
07K,E54000023,E40000007,01JUN2021,24,24,259891,259891
07K,E54000023,E40000007,01JUL2021,24,24,260447,260447
07K,E54000023,E40000007,01AUG2021,24,24,260857,260857
07K,E54000023,E40000007,01SEP2021,24,24,261165,261165
07K,E54000023,E40000007,01OCT2021,24,24,261227,261227
07K,E54000023,E40000007,01NOV2021,24,24,261273,261273
07K,E54000023,E40000007,01DEC2021,24,24,261540,261540
07K,E54000023,E40000007,01JAN2022,24,24,261825,261825
07K,E54000023,E40000007,01FEB2022,24,24,262035,262035
07K,E54000023,E40000007,01MAR2022,24,24,262254,262254
07K,E54000023,E40000007,01APR2022,24,24,262331,262331
07K,E54000023,E40000007,01MAY2022,24,24,262555,262555
07K,E54000023,E40000007,01JUN2022,24,24,262978,262978
07K,E54000023,E40000007,01JUL2022,24,24,263234,263234
07K,E54000023,E40000007,01AUG2022,24,24,263653,263653
07K,E54000023,E40000007,01SEP2022,24,24,264011,264011
07K,E54000023,E40000007,01OCT2022,24,24,264267,264267
07K,E54000023,E40000007,01NOV2022,24,24,264521,264521
07K,E54000023,E40000007,01DEC2022,24,24,264854,264854
07K,E54000023,E40000007,01JAN2023,24,24,265155,265155
09D,E54000053,E40000005,01AUG2020,34,34,324741,324741
09D,E54000053,E40000005,01SEP2020,34,34,323370,323370
09D,E54000053,E40000005,01OCT2020,34,34,324054,324054
09D,E54000053,E40000005,01NOV2020,34,34,324753,324753
09D,E54000053,E40000005,01DEC2020,34,34,324656,324656
09D,E54000053,E40000005,01JAN2021,34,34,324651,324651
09D,E54000053,E40000005,01FEB2021,34,34,324197,324197
09D,E54000053,E40000005,01MAR2021,34,34,324055,324055
09D,E54000053,E40000005,01APR2021,34,34,324456,324456
09D,E54000053,E40000005,01MAY2021,34,34,324576,324576
09D,E54000053,E40000005,01JUN2021,34,34,324743,324743
09D,E54000053,E40000005,01JUL2021,34,34,325299,325299
09D,E54000053,E40000005,01AUG2021,34,34,325220,325220
09D,E54000053,E40000005,01SEP2021,34,34,324986,324986
09D,E54000053,E40000005,01OCT2021,33,34,326918,326918
09D,E54000053,E40000005,01NOV2021,33,33,328014,328014
09D,E54000053,E40000005,01DEC2021,33,33,328933,328933
09D,E54000053,E40000005,01JAN2022,33,33,329346,329346
09D,E54000053,E40000005,01FEB2022,33,33,329360,329360
09D,E54000053,E40000005,01MAR2022,33,33,329501,329501
09D,E54000053,E40000005,01APR2022,33,33,329655,329655
09D,E54000053,E40000005,01MAY2022,33,33,329653,329653
09D,E54000053,E40000005,01JUN2022,32,33,327826,329760
09D,E54000053,E40000005,01JUL2022,32,32,329578,329578
09D,E54000053,E40000005,01AUG2022,31,31,328854,328854
09D,E54000053,E40000005,01SEP2022,31,31,328665,328665
09D,E54000053,E40000005,01OCT2022,31,31,330383,330383
09D,E54000053,E40000005,01NOV2022,31,31,331374,331374
09D,E54000053,E40000005,01DEC2022,31,31,331759,331759
09D,E54000053,E40000005,01JAN2023,31,31,331824,331824
10Q,E54000044,E40000005,01AUG2020,67,67,772818,772818
10Q,E54000044,E40000005,01SEP2020,67,67,771494,771494
10Q,E54000044,E40000005,01OCT2020,67,67,775784,775784
10Q,E54000044,E40000005,01NOV2020,67,67,777648,777648
10Q,E54000044,E40000005,01DEC2020,67,67,778272,778272
10Q,E54000044,E40000005,01JAN2021,67,67,778948,778948
10Q,E54000044,E40000005,01FEB2021,67,67,779396,779396
10Q,E54000044,E40000005,01MAR2021,67,67,779112,779112
10Q,E54000044,E40000005,01APR2021,67,67,779546,779546
10Q,E54000044,E40000005,01MAY2021,67,67,780219,780219
10Q,E54000044,E40000005,01JUN2021,66,67,769630,781104
10Q,E54000044,E40000005,01JUL2021,67,67,782639,782639
10Q,E54000044,E40000005,01AUG2021,67,67,782851,782851
10Q,E54000044,E40000005,01SEP2021,67,67,783880,783880
10Q,E54000044,E40000005,01OCT2021,66,67,776372,788074
10Q,E54000044,E40000005,01NOV2021,66,67,778951,790689
10Q,E54000044,E40000005,01DEC2021,66,67,780311,792073
10Q,E54000044,E40000005,01JAN2022,66,67,781147,792917
10Q,E54000044,E40000005,01FEB2022,66,67,782329,794131
10Q,E54000044,E40000005,01MAR2022,66,67,782471,794251
10Q,E54000044,E40000005,01APR2022,66,67,782956,794786
10Q,E54000044,E40000005,01MAY2022,66,67,783292,795119
10Q,E54000044,E40000005,01JUN2022,66,67,784454,796260
10Q,E54000044,E40000005,01JUL2022,66,67,785392,797218
10Q,E54000044,E40000005,01AUG2022,66,67,785628,797454
10Q,E54000044,E40000005,01SEP2022,67,67,797550,797550
10Q,E54000044,E40000005,01OCT2022,67,67,801089,801089
10Q,E54000044,E40000005,01NOV2022,67,67,804679,804679
10Q,E54000044,E40000005,01DEC2022,67,67,806112,806112
10Q,E54000044,E40000005,01JAN2023,67,67,806333,806333
10R,E54000042,E40000005,01AUG2020,13,13,231475,231475
10R,E54000042,E40000005,01SEP2020,13,13,230754,230754
10R,E54000042,E40000005,01OCT2020,13,13,230621,230621
10R,E54000042,E40000005,01NOV2020,13,13,230946,230946
10R,E54000042,E40000005,01DEC2020,13,13,230930,230930
10R,E54000042,E40000005,01JAN2021,13,13,230883,230883
10R,E54000042,E40000005,01FEB2021,13,13,230145,230145
10R,E54000042,E40000005,01MAR2021,13,13,229761,229761
10R,E54000042,E40000005,01APR2021,13,13,230084,230084
10R,E54000042,E40000005,01MAY2021,13,13,230209,230209
10R,E54000042,E40000005,01JUN2021,13,13,230162,230162
10R,E54000042,E40000005,01JUL2021,13,13,230085,230085
10R,E54000042,E40000005,01AUG2021,12,13,228154,229916
10R,E54000042,E40000005,01SEP2021,13,13,229513,229513
10R,E54000042,E40000005,01OCT2021,13,13,228762,228762
10R,E54000042,E40000005,01NOV2021,13,13,229544,229544
10R,E54000042,E40000005,01DEC2021,13,13,230119,230119
10R,E54000042,E40000005,01JAN2022,13,13,230395,230395
10R,E54000042,E40000005,01FEB2022,13,13,230389,230389
10R,E54000042,E40000005,01MAR2022,13,13,230616,230616
10R,E54000042,E40000005,01APR2022,13,13,231119,231119
10R,E54000042,E40000005,01MAY2022,13,13,231039,231039
10R,E54000042,E40000005,01JUN2022,13,13,231044,231044
10R,E54000042,E40000005,01JUL2022,13,13,230922,230922
10R,E54000042,E40000005,01AUG2022,13,13,230828,230828
10R,E54000042,E40000005,01SEP2022,13,13,230653,230653
10R,E54000042,E40000005,01OCT2022,13,13,231055,231055
10R,E54000042,E40000005,01NOV2022,12,12,231704,231704
10R,E54000042,E40000005,01DEC2022,11,12,232235,232339
10R,E54000042,E40000005,01JAN2023,11,12,232184,232289
11J,E54000041,E40000006,01AUG2020,79,80,803640,808040
11J,E54000041,E40000006,01SEP2020,80,80,807905,807905
11J,E54000041,E40000006,01OCT2020,79,80,808845,808845
11J,E54000041,E40000006,01NOV2020,79,79,809228,809228
11J,E54000041,E40000006,01DEC2020,79,79,809661,809661
11J,E54000041,E40000006,01JAN2021,79,79,810033,810033
11J,E54000041,E40000006,01FEB2021,79,79,810050,810050
11J,E54000041,E40000006,01MAR2021,79,79,810403,810403
11J,E54000041,E40000006,01APR2021,77,79,791100,811484
11J,E54000041,E40000006,01MAY2021,77,77,812239,812239
11J,E54000041,E40000006,01JUN2021,77,77,812941,812941
11J,E54000041,E40000006,01JUL2021,73,77,772538,813786
11J,E54000041,E40000006,01AUG2021,73,73,814403,814403
11J,E54000041,E40000006,01SEP2021,73,73,814831,814831
11J,E54000041,E40000006,01OCT2021,73,73,816948,816948
11J,E54000041,E40000006,01NOV2021,73,73,817607,817607
11J,E54000041,E40000006,01DEC2021,73,73,818467,818467
11J,E54000041,E40000006,01JAN2022,73,73,819004,819004
11J,E54000041,E40000006,01FEB2022,73,73,819567,819567
11J,E54000041,E40000006,01MAR2022,73,73,819738,819738
11J,E54000041,E40000006,01APR2022,73,73,820051,820051
11J,E54000041,E40000006,01MAY2022,73,73,820164,820164
11J,E54000041,E40000006,01JUN2022,73,73,820742,820742
11J,E54000041,E40000006,01JUL2022,73,73,821082,821082
11J,E54000041,E40000006,01AUG2022,73,73,821291,821291
11J,E54000041,E40000006,01SEP2022,73,73,821704,821704
11J,E54000041,E40000006,01OCT2022,73,73,823315,823315
11J,E54000041,E40000006,01NOV2022,73,73,823989,823989
11J,E54000041,E40000006,01DEC2022,73,73,824598,824598
11J,E54000041,E40000006,01JAN2023,73,73,824754,824754
11M,E54000043,E40000006,01AUG2020,72,74,652917,661029
11M,E54000043,E40000006,01SEP2020,73,74,661437,661522
11M,E54000043,E40000006,01OCT2020,73,74,661870,661963
11M,E54000043,E40000006,01NOV2020,72,73,654083,654178
11M,E54000043,E40000006,01DEC2020,72,73,663194,663288
11M,E54000043,E40000006,01JAN2021,72,73,663502,663589
11M,E54000043,E40000006,01FEB2021,72,73,664299,664381
11M,E54000043,E40000006,01MAR2021,72,73,665080,665157
11M,E54000043,E40000006,01APR2021,72,73,666338,666413
11M,E54000043,E40000006,01MAY2021,72,73,667425,667498
11M,E54000043,E40000006,01JUN2021,72,73,668287,668359
11M,E54000043,E40000006,01JUL2021,72,73,669377,669452
11M,E54000043,E40000006,01AUG2021,71,72,669820,669875
11M,E54000043,E40000006,01SEP2021,71,72,670578,670634
11M,E54000043,E40000006,01OCT2021,71,72,671666,671720
11M,E54000043,E40000006,01NOV2021,71,72,672142,672195
11M,E54000043,E40000006,01DEC2021,71,72,672732,672783
11M,E54000043,E40000006,01JAN2022,71,72,673490,673541
11M,E54000043,E40000006,01FEB2022,71,72,673981,674027
11M,E54000043,E40000006,01MAR2022,71,72,674316,674367
11M,E54000043,E40000006,01APR2022,71,72,675000,675049
11M,E54000043,E40000006,01MAY2022,71,72,675161,675213
11M,E54000043,E40000006,01JUN2022,71,72,675937,675993
11M,E54000043,E40000006,01JUL2022,70,72,667504,676808
11M,E54000043,E40000006,01AUG2022,70,71,677548,677615
11M,E54000043,E40000006,01SEP2022,70,71,678382,678450
11M,E54000043,E40000006,01OCT2022,70,71,679252,679322
11M,E54000043,E40000006,01NOV2022,70,71,679838,679917
11M,E54000043,E40000006,01DEC2022,70,71,680726,680814
11M,E54000043,E40000006,01JAN2023,70,71,680952,681046
11N,E54000036,E40000006,01AUG2020,59,59,586330,586330
11N,E54000036,E40000006,01SEP2020,59,59,586949,586949
11N,E54000036,E40000006,01OCT2020,59,59,587843,587843
11N,E54000036,E40000006,01NOV2020,59,59,588173,588173
11N,E54000036,E40000006,01DEC2020,59,59,589165,589165
11N,E54000036,E40000006,01JAN2021,59,59,589627,589627
11N,E54000036,E40000006,01FEB2021,59,59,590638,590638
11N,E54000036,E40000006,01MAR2021,59,59,591403,591403
11N,E54000036,E40000006,01APR2021,59,59,592376,592376
11N,E54000036,E40000006,01MAY2021,58,58,592666,592666
11N,E54000036,E40000006,01JUN2021,58,58,593230,593230
11N,E54000036,E40000006,01JUL2021,57,58,589823,594370
11N,E54000036,E40000006,01AUG2021,57,57,594817,594817
11N,E54000036,E40000006,01SEP2021,57,57,595423,595423
11N,E54000036,E40000006,01OCT2021,57,57,596008,596008
11N,E54000036,E40000006,01NOV2021,57,57,596418,596418
11N,E54000036,E40000006,01DEC2021,57,57,596995,596995
11N,E54000036,E40000006,01JAN2022,57,57,597016,597016
11N,E54000036,E40000006,01FEB2022,57,57,597503,597503
11N,E54000036,E40000006,01MAR2022,57,57,597427,597427
11N,E54000036,E40000006,01APR2022,57,57,597612,597612
11N,E54000036,E40000006,01MAY2022,57,57,597524,597524
11N,E54000036,E40000006,01JUN2022,57,57,597829,597829
11N,E54000036,E40000006,01JUL2022,57,57,598209,598209
11N,E54000036,E40000006,01AUG2022,56,56,598412,598412
11N,E54000036,E40000006,01SEP2022,56,56,598715,598715
11N,E54000036,E40000006,01OCT2022,56,56,599346,599346
11N,E54000036,E40000006,01NOV2022,56,56,599767,599767
11N,E54000036,E40000006,01DEC2022,56,56,600325,600325
11N,E54000036,E40000006,01JAN2023,56,56,600144,600144
11X,E54000038,E40000006,01AUG2020,65,65,584273,584273
11X,E54000038,E40000006,01SEP2020,65,65,584680,584680
11X,E54000038,E40000006,01OCT2020,65,65,584794,584794
11X,E54000038,E40000006,01NOV2020,65,65,585326,585326
11X,E54000038,E40000006,01DEC2020,65,65,585695,585695
11X,E54000038,E40000006,01JAN2021,65,65,586160,586160
11X,E54000038,E40000006,01FEB2021,65,65,586584,586584
11X,E54000038,E40000006,01MAR2021,65,65,587202,587202
11X,E54000038,E40000006,01APR2021,65,65,588379,588379
11X,E54000038,E40000006,01MAY2021,63,65,564450,589152
11X,E54000038,E40000006,01JUN2021,61,65,533234,589677
11X,E54000038,E40000006,01JUL2021,61,65,534105,590647
11X,E54000038,E40000006,01AUG2021,65,65,591343,591343
11X,E54000038,E40000006,01SEP2021,64,64,592332,592332
11X,E54000038,E40000006,01OCT2021,64,64,592863,592863
11X,E54000038,E40000006,01NOV2021,64,64,593144,593144
11X,E54000038,E40000006,01DEC2021,64,64,593370,593370
11X,E54000038,E40000006,01JAN2022,64,64,593933,593933
11X,E54000038,E40000006,01FEB2022,64,64,594031,594031
11X,E54000038,E40000006,01MAR2022,64,64,594251,594251
11X,E54000038,E40000006,01APR2022,64,64,594527,594527
11X,E54000038,E40000006,01MAY2022,64,64,594840,594840
11X,E54000038,E40000006,01JUN2022,64,64,595589,595589
