SUB_ICB_LOCATION_CODE,ICB_ONS_CODE,REGION_CODE,Appointment_Month,Included Practices,Open Practices,Patients registered at included practices,Patients registered at open practices
03H,E54000051,E40000012,01AUG2020,24,26,165881,170361
03H,E54000051,E40000012,01SEP2020,24,26,165969,170425
03H,E54000051,E40000012,01OCT2020,24,25,170030,170350
03H,E54000051,E40000012,01NOV2020,24,25,170065,170336
03H,E54000051,E40000012,01DEC2020,24,25,170234,170247
03H,E54000051,E40000012,01JAN2021,24,25,170210,170223
03H,E54000051,E40000012,01FEB2021,24,25,170238,170250
03H,E54000051,E40000012,01MAR2021,24,25,170396,170408
03H,E54000051,E40000012,01APR2021,25,25,170491,170491
03H,E54000051,E40000012,01MAY2021,25,25,170566,170566
03H,E54000051,E40000012,01JUN2021,25,25,170746,170746
03H,E54000051,E40000012,01JUL2021,24,25,170978,170989
03H,E54000051,E40000012,01AUG2021,25,25,171064,171064
03H,E54000051,E40000012,01SEP2021,24,25,171217,171228
03H,E54000051,E40000012,01OCT2021,24,25,171177,171188
03H,E54000051,E40000012,01NOV2021,25,25,171329,171329
03H,E54000051,E40000012,01DEC2021,24,25,171445,171453
03H,E54000051,E40000012,01JAN2022,24,25,171528,171536
03H,E54000051,E40000012,01FEB2022,24,25,171675,171682
03H,E54000051,E40000012,01MAR2022,24,25,171718,171725
03H,E54000051,E40000012,01APR2022,23,25,169653,171735
03H,E54000051,E40000012,01MAY2022,23,24,171749,171756
03H,E54000051,E40000012,01JUN2022,24,24,171853,171853
03H,E54000051,E40000012,01JUL2022,23,24,172004,172011
03H,E54000051,E40000012,01AUG2022,23,24,172088,172095
03H,E54000051,E40000012,01SEP2022,23,24,172139,172146
03H,E54000051,E40000012,01OCT2022,22,24,171922,172071
03H,E54000051,E40000012,01NOV2022,23,23,172173,172173
03H,E54000051,E40000012,01DEC2022,22,23,172337,172344
03H,E54000051,E40000012,01JAN2023,22,23,172351,172358
03K,E54000051,E40000012,01AUG2020,19,19,181850,181850
03K,E54000051,E40000012,01SEP2020,19,19,182000,182000
03K,E54000051,E40000012,01OCT2020,19,19,182012,182012
03K,E54000051,E40000012,01NOV2020,19,19,181940,181940
03K,E54000051,E40000012,01DEC2020,19,19,182038,182038
03K,E54000051,E40000012,01JAN2021,19,19,182111,182111
03K,E54000051,E40000012,01FEB2021,19,19,182213,182213
03K,E54000051,E40000012,01MAR2021,19,19,182370,182370
03K,E54000051,E40000012,01APR2021,19,19,182542,182542
03K,E54000051,E40000012,01MAY2021,19,19,182714,182714
03K,E54000051,E40000012,01JUN2021,19,19,182779,182779
03K,E54000051,E40000012,01JUL2021,19,19,182977,182977
03K,E54000051,E40000012,01AUG2021,19,19,183165,183165
03K,E54000051,E40000012,01SEP2021,19,19,183406,183406
03K,E54000051,E40000012,01OCT2021,19,19,183423,183423
03K,E54000051,E40000012,01NOV2021,19,19,183448,183448
03K,E54000051,E40000012,01DEC2021,19,19,183493,183493
03K,E54000051,E40000012,01JAN2022,19,19,183593,183593
03K,E54000051,E40000012,01FEB2022,19,19,183732,183732
03K,E54000051,E40000012,01MAR2022,19,19,183791,183791
03K,E54000051,E40000012,01APR2022,19,19,183816,183816
03K,E54000051,E40000012,01MAY2022,19,19,183749,183749
03K,E54000051,E40000012,01JUN2022,19,19,183809,183809
03K,E54000051,E40000012,01JUL2022,19,19,183789,183789
03K,E54000051,E40000012,01AUG2022,19,19,183781,183781
03K,E54000051,E40000012,01SEP2022,19,19,183833,183833
03K,E54000051,E40000012,01OCT2022,19,19,183842,183842
03K,E54000051,E40000012,01NOV2022,19,19,183865,183865
03K,E54000051,E40000012,01DEC2022,19,19,183865,183865
03K,E54000051,E40000012,01JAN2023,19,19,183848,183848
03L,E54000061,E40000012,01AUG2020,29,29,264835,264835
03L,E54000061,E40000012,01SEP2020,29,29,264847,264847
03L,E54000061,E40000012,01OCT2020,29,29,264810,264810
03L,E54000061,E40000012,01NOV2020,29,29,264716,264716
03L,E54000061,E40000012,01DEC2020,29,29,264654,264654
03L,E54000061,E40000012,01JAN2021,29,29,264619,264619
03L,E54000061,E40000012,01FEB2021,29,29,264634,264634
03L,E54000061,E40000012,01MAR2021,29,29,264710,264710
03L,E54000061,E40000012,01APR2021,29,29,264960,264960
03L,E54000061,E40000012,01MAY2021,29,29,265117,265117
03L,E54000061,E40000012,01JUN2021,29,29,265270,265270
03L,E54000061,E40000012,01JUL2021,29,29,265688,265688
03L,E54000061,E40000012,01AUG2021,29,29,265898,265898
03L,E54000061,E40000012,01SEP2021,29,29,266063,266063
03L,E54000061,E40000012,01OCT2021,29,29,266334,266334
03L,E54000061,E40000012,01NOV2021,29,29,266426,266426
03L,E54000061,E40000012,01DEC2021,29,29,266487,266487
03L,E54000061,E40000012,01JAN2022,29,29,266594,266594
03L,E54000061,E40000012,01FEB2022,29,29,266744,266744
03L,E54000061,E40000012,01MAR2022,29,29,266776,266776
03L,E54000061,E40000012,01APR2022,29,29,267038,267038
03L,E54000061,E40000012,01MAY2022,28,29,266536,267087
03L,E54000061,E40000012,01JUN2022,28,28,267093,267093
03L,E54000061,E40000012,01JUL2022,28,28,267481,267481
03L,E54000061,E40000012,01AUG2022,28,28,267572,267572
03L,E54000061,E40000012,01SEP2022,28,28,267856,267856
03L,E54000061,E40000012,01OCT2022,28,28,268191,268191
03L,E54000061,E40000012,01NOV2022,28,28,268480,268480
03L,E54000061,E40000012,01DEC2022,28,28,268705,268705
03L,E54000061,E40000012,01JAN2023,28,28,268770,268770
03N,E54000061,E40000012,01AUG2020,77,79,574847,612244
03N,E54000061,E40000012,01SEP2020,78,78,611840,611840
03N,E54000061,E40000012,01OCT2020,78,78,616067,616067
03N,E54000061,E40000012,01NOV2020,78,78,617204,617204
03N,E54000061,E40000012,01DEC2020,78,78,617237,617237
03N,E54000061,E40000012,01JAN2021,78,78,616599,616599
03N,E54000061,E40000012,01FEB2021,77,78,613041,615737
03N,E54000061,E40000012,01MAR2021,77,77,615273,615273
03N,E54000061,E40000012,01APR2021,76,77,610361,614259
03N,E54000061,E40000012,01MAY2021,76,76,613782,613782
03N,E54000061,E40000012,01JUN2021,76,76,613487,613487
03N,E54000061,E40000012,01JUL2021,76,76,613243,613243
03N,E54000061,E40000012,01AUG2021,76,76,612762,612762
03N,E54000061,E40000012,01SEP2021,76,76,612473,612473
03N,E54000061,E40000012,01OCT2021,76,76,618334,618334
03N,E54000061,E40000012,01NOV2021,76,76,620323,620323
03N,E54000061,E40000012,01DEC2021,76,76,621097,621097
03N,E54000061,E40000012,01JAN2022,76,76,619466,619466
03N,E54000061,E40000012,01FEB2022,75,76,616317,619607
03N,E54000061,E40000012,01MAR2022,75,76,615144,618415
03N,E54000061,E40000012,01APR2022,75,76,615598,618854
03N,E54000061,E40000012,01MAY2022,75,76,615500,618718
03N,E54000061,E40000012,01JUN2022,75,76,615884,619076
03N,E54000061,E40000012,01JUL2022,75,76,619135,619135
03N,E54000061,E40000012,01AUG2022,75,75,618589,618589
03N,E54000061,E40000012,01SEP2022,75,75,618666,618666
03N,E54000061,E40000012,01OCT2022,74,75,618291,624993
03N,E54000061,E40000012,01NOV2022,74,74,628688,628688
03N,E54000061,E40000012,01DEC2022,74,74,629524,629524
03N,E54000061,E40000012,01JAN2023,74,74,629465,629465
03Q,E54000051,E40000012,01AUG2020,24,25,342008,363160
03Q,E54000051,E40000012,01SEP2020,25,26,363140,363140
03Q,E54000051,E40000012,01OCT2020,25,26,363413,363413
03Q,E54000051,E40000012,01NOV2020,25,26,364969,364969
03Q,E54000051,E40000012,01DEC2020,25,26,365593,365593
03Q,E54000051,E40000012,01JAN2021,25,26,365431,365431
03Q,E54000051,E40000012,01FEB2021,25,26,365709,365709
03Q,E54000051,E40000012,01MAR2021,25,26,365751,365751
03Q,E54000051,E40000012,01APR2021,25,26,365594,365594
03Q,E54000051,E40000012,01MAY2021,25,26,366125,366125
03Q,E54000051,E40000012,01JUN2021,25,26,366268,366268
03Q,E54000051,E40000012,01JUL2021,25,26,366289,366289
03Q,E54000051,E40000012,01AUG2021,25,26,366008,366008
03Q,E54000051,E40000012,01SEP2021,25,26,365364,365364
03Q,E54000051,E40000012,01OCT2021,25,26,365295,365295
03Q,E54000051,E40000012,01NOV2021,25,26,367376,367376
03Q,E54000051,E40000012,01DEC2021,25,26,368732,368732
03Q,E54000051,E40000012,01JAN2022,25,26,368694,368694
03Q,E54000051,E40000012,01FEB2022,25,26,368925,368925
03Q,E54000051,E40000012,01MAR2022,25,26,369003,369003
03Q,E54000051,E40000012,01APR2022,25,26,368848,368848
03Q,E54000051,E40000012,01MAY2022,25,26,368835,368835
03Q,E54000051,E40000012,01JUN2022,25,26,368495,368495
03Q,E54000051,E40000012,01JUL2022,25,26,366277,366277
03Q,E54000051,E40000012,01AUG2022,25,26,366002,366002
03Q,E54000051,E40000012,01SEP2022,25,26,366023,366023
03Q,E54000051,E40000012,01OCT2022,25,26,366559,366559
03Q,E54000051,E40000012,01NOV2022,25,26,368017,368017
03Q,E54000051,E40000012,01DEC2022,25,26,369073,369073
03Q,E54000051,E40000012,01JAN2023,25,26,369673,369673
03R,E54000054,E40000012,01AUG2020,35,37,378244,383105
03R,E54000054,E40000012,01SEP2020,35,37,378523,383368
03R,E54000054,E40000012,01OCT2020,34,36,378583,383404
03R,E54000054,E40000012,01NOV2020,34,36,378747,383544
03R,E54000054,E40000012,01DEC2020,34,36,378866,383648
03R,E54000054,E40000012,01JAN2021,34,36,379115,383878
03R,E54000054,E40000012,01FEB2021,34,36,379377,384119
03R,E54000054,E40000012,01MAR2021,34,36,380030,384745
03R,E54000054,E40000012,01APR2021,34,36,380616,385295
03R,E54000054,E40000012,01MAY2021,34,36,380855,385517
03R,E54000054,E40000012,01JUN2021,34,36,381231,385872
03R,E54000054,E40000012,01JUL2021,34,36,381817,386438
03R,E54000054,E40000012,01AUG2021,34,36,382116,386718
03R,E54000054,E40000012,01SEP2021,34,36,382486,387066
03R,E54000054,E40000012,01OCT2021,34,36,382733,387265
03R,E54000054,E40000012,01NOV2021,34,36,382828,387330
03R,E54000054,E40000012,01DEC2021,34,36,383270,387757
03R,E54000054,E40000012,01JAN2022,34,36,383381,387856
03R,E54000054,E40000012,01FEB2022,34,34,388083,388083
03R,E54000054,E40000012,01MAR2022,34,34,388365,388365
03R,E54000054,E40000012,01APR2022,34,34,388571,388571
03R,E54000054,E40000012,01MAY2022,34,34,388718,388718
03R,E54000054,E40000012,01JUN2022,34,34,389187,389187
03R,E54000054,E40000012,01JUL2022,34,34,389527,389527
03R,E54000054,E40000012,01AUG2022,34,34,389787,389787
03R,E54000054,E40000012,01SEP2022,34,34,390230,390230
03R,E54000054,E40000012,01OCT2022,34,34,390562,390562
03R,E54000054,E40000012,01NOV2022,34,34,390888,390888
03R,E54000054,E40000012,01DEC2022,34,34,391140,391140
03R,E54000054,E40000012,01JAN2023,34,34,391344,391344
03W,E54000015,E40000011,01AUG2020,30,32,340792,340906
03W,E54000015,E40000011,01SEP2020,30,32,341090,341195
03W,E54000015,E40000011,01OCT2020,30,32,341282,341391
03W,E54000015,E40000011,01NOV2020,31,32,341575,341621
03W,E54000015,E40000011,01DEC2020,30,32,341881,341990
03W,E54000015,E40000011,01JAN2021,31,32,342358,342404
03W,E54000015,E40000011,01FEB2021,31,32,342822,342872
03W,E54000015,E40000011,01MAR2021,31,32,343229,343270
03W,E54000015,E40000011,01APR2021,30,32,343736,343842
03W,E54000015,E40000011,01MAY2021,31,32,344391,344436
03W,E54000015,E40000011,01JUN2021,30,32,344663,344760
03W,E54000015,E40000011,01JUL2021,30,32,345111,345213
03W,E54000015,E40000011,01AUG2021,30,32,345498,345596
03W,E54000015,E40000011,01SEP2021,30,32,345923,346015
03W,E54000015,E40000011,01OCT2021,30,32,346359,346453
03W,E54000015,E40000011,01NOV2021,30,32,346698,346797
03W,E54000015,E40000011,01DEC2021,30,32,347128,347225
03W,E54000015,E40000011,01JAN2022,30,32,348496,348594
03W,E54000015,E40000011,01FEB2022,30,32,351003,351102
03W,E54000015,E40000011,01MAR2022,30,32,351606,351707
03W,E54000015,E40000011,01APR2022,30,32,352159,352258
03W,E54000015,E40000011,01MAY2022,30,32,352577,352678
03W,E54000015,E40000011,01JUN2022,30,32,353188,353287
03W,E54000015,E40000011,01JUL2022,30,32,353723,353828
03W,E54000015,E40000011,01AUG2022,30,32,354053,354160
03W,E54000015,E40000011,01SEP2022,30,32,354546,354653
03W,E54000015,E40000011,01OCT2022,30,32,354703,354813
03W,E54000015,E40000011,01NOV2022,30,32,354527,354639
03W,E54000015,E40000011,01DEC2022,30,32,354426,354538
03W,E54000015,E40000011,01JAN2023,30,32,354625,354741
04C,E54000015,E40000011,01AUG2020,57,57,420450,420450
04C,E54000015,E40000011,01SEP2020,57,57,419185,419185
04C,E54000015,E40000011,01OCT2020,57,57,419319,419319
04C,E54000015,E40000011,01NOV2020,57,57,420293,420293
04C,E54000015,E40000011,01DEC2020,57,57,421126,421126
04C,E54000015,E40000011,01JAN2021,57,57,421600,421600
04C,E54000015,E40000011,01FEB2021,56,57,420124,421657
04C,E54000015,E40000011,01MAR2021,57,57,421602,421602
04C,E54000015,E40000011,01APR2021,56,57,420531,421899
04C,E54000015,E40000011,01MAY2021,56,56,421861,421861
04C,E54000015,E40000011,01JUN2021,56,56,422196,422196
04C,E54000015,E40000011,01JUL2021,56,56,422430,422430
04C,E54000015,E40000011,01AUG2021,56,56,422133,422133
04C,E54000015,E40000011,01SEP2021,56,56,421890,421890
04C,E54000015,E40000011,01OCT2021,56,56,422097,422097
04C,E54000015,E40000011,01NOV2021,56,56,423761,423761
04C,E54000015,E40000011,01DEC2021,56,56,424603,424603
04C,E54000015,E40000011,01JAN2022,56,56,425856,425856
04C,E54000015,E40000011,01FEB2022,56,56,426297,426297
04C,E54000015,E40000011,01MAR2022,56,56,426721,426721
04C,E54000015,E40000011,01APR2022,56,56,427137,427137
04C,E54000015,E40000011,01MAY2022,56,56,426933,426933
04C,E54000015,E40000011,01JUN2022,56,56,427219,427219
04C,E54000015,E40000011,01JUL2022,56,56,427056,427056
04C,E54000015,E40000011,01AUG2022,56,56,426863,426863
04C,E54000015,E40000011,01SEP2022,56,56,427125,427125
04C,E54000015,E40000011,01OCT2022,56,56,427776,427776
04C,E54000015,E40000011,01NOV2022,56,56,430823,430823
04C,E54000015,E40000011,01DEC2022,56,56,433741,433741
04C,E54000015,E40000011,01JAN2023,56,56,434452,434452
04V,E54000015,E40000011,01AUG2020,46,46,400720,400720
04V,E54000015,E40000011,01SEP2020,46,46,400711,400711
04V,E54000015,E40000011,01OCT2020,46,46,402685,402685
04V,E54000015,E40000011,01NOV2020,46,46,403417,403417
04V,E54000015,E40000011,01DEC2020,46,46,403616,403616
04V,E54000015,E40000011,01JAN2021,46,46,403553,403553
04V,E54000015,E40000011,01FEB2021,46,46,403456,403456
04V,E54000015,E40000011,01MAR2021,46,46,403588,403588
04V,E54000015,E40000011,01APR2021,46,46,404145,404145
04V,E54000015,E40000011,01MAY2021,46,46,404304,404304
04V,E54000015,E40000011,01JUN2021,46,46,404527,404527
04V,E54000015,E40000011,01JUL2021,46,46,404718,404718
04V,E54000015,E40000011,01AUG2021,46,46,404415,404415
04V,E54000015,E40000011,01SEP2021,46,46,404563,404563
04V,E54000015,E40000011,01OCT2021,46,46,406863,406863
04V,E54000015,E40000011,01NOV2021,46,46,407418,407418
04V,E54000015,E40000011,01DEC2021,46,46,408123,408123
04V,E54000015,E40000011,01JAN2022,46,46,408253,408253
04V,E54000015,E40000011,01FEB2022,46,46,408523,408523
04V,E54000015,E40000011,01MAR2022,46,46,408758,408758
04V,E54000015,E40000011,01APR2022,46,46,409216,409216
04V,E54000015,E40000011,01MAY2022,46,46,409441,409441
04V,E54000015,E40000011,01JUN2022,46,46,409902,409902
04V,E54000015,E40000011,01JUL2022,46,46,410146,410146
04V,E54000015,E40000011,01AUG2022,46,46,409890,409890
04V,E54000015,E40000011,01SEP2022,46,46,410123,410123
04V,E54000015,E40000011,01OCT2022,46,46,411980,411980
04V,E54000015,E40000011,01NOV2022,46,46,412863,412863
04V,E54000015,E40000011,01DEC2022,46,46,413665,413665
04V,E54000015,E40000011,01JAN2023,46,46,413860,413860
04Y,E54000010,E40000011,01AUG2020,23,24,135014,135014
04Y,E54000010,E40000011,01SEP2020,23,24,135040,135040
04Y,E54000010,E40000011,01OCT2020,22,24,131624,135084
04Y,E54000010,E40000011,01NOV2020,22,23,135197,135197
04Y,E54000010,E40000011,01DEC2020,22,23,135184,135184
04Y,E54000010,E40000011,01JAN2021,22,23,135179,135179
04Y,E54000010,E40000011,01FEB2021,22,23,135323,135323
04Y,E54000010,E40000011,01MAR2021,22,23,135406,135406
04Y,E54000010,E40000011,01APR2021,22,23,135444,135444
04Y,E54000010,E40000011,01MAY2021,22,23,135501,135501
04Y,E54000010,E40000011,01JUN2021,22,23,135648,135648
04Y,E54000010,E40000011,01JUL2021,22,23,135720,135720
04Y,E54000010,E40000011,01AUG2021,22,23,135830,135830
04Y,E54000010,E40000011,01SEP2021,22,23,135873,135873
04Y,E54000010,E40000011,01OCT2021,22,23,135845,135845
04Y,E54000010,E40000011,01NOV2021,22,23,135872,135872
04Y,E54000010,E40000011,01DEC2021,22,23,135952,135952
04Y,E54000010,E40000011,01JAN2022,22,23,135943,135943
04Y,E54000010,E40000011,01FEB2022,22,23,136029,136029
04Y,E54000010,E40000011,01MAR2022,22,23,136029,136029
04Y,E54000010,E40000011,01APR2022,22,23,136111,136111
04Y,E54000010,E40000011,01MAY2022,22,23,136116,136116
04Y,E54000010,E40000011,01JUN2022,22,23,136217,136217
04Y,E54000010,E40000011,01JUL2022,22,23,136286,136286
04Y,E54000010,E40000011,01AUG2022,22,23,136408,136408
04Y,E54000010,E40000011,01SEP2022,22,23,136532,136532
04Y,E54000010,E40000011,01OCT2022,22,23,136582,136582
04Y,E54000010,E40000011,01NOV2022,22,23,136693,136693
04Y,E54000010,E40000011,01DEC2022,22,23,136744,136744
04Y,E54000010,E40000011,01JAN2023,22,23,136829,136829
05D,E54000010,E40000011,01AUG2020,18,18,145642,145642
05D,E54000010,E40000011,01SEP2020,18,18,145699,145699
05D,E54000010,E40000011,01OCT2020,18,18,145695,145695
05D,E54000010,E40000011,01NOV2020,18,18,145749,145749
05D,E54000010,E40000011,01DEC2020,18,18,145961,145961
05D,E54000010,E40000011,01JAN2021,18,18,146065,146065
05D,E54000010,E40000011,01FEB2021,18,18,146064,146064
05D,E54000010,E40000011,01MAR2021,18,18,146108,146108
05D,E54000010,E40000011,01APR2021,18,18,146316,146316
05D,E54000010,E40000011,01MAY2021,18,18,146563,146563
05D,E54000010,E40000011,01JUN2021,18,18,146820,146820
05D,E54000010,E40000011,01JUL2021,18,18,147163,147163
05D,E54000010,E40000011,01AUG2021,18,18,147399,147399
05D,E54000010,E40000011,01SEP2021,18,18,147583,147583
05D,E54000010,E40000011,01OCT2021,18,18,147604,147604
05D,E54000010,E40000011,01NOV2021,18,18,147622,147622
05D,E54000010,E40000011,01DEC2021,18,18,147669,147669
05D,E54000010,E40000011,01JAN2022,18,18,147758,147758
05D,E54000010,E40000011,01FEB2022,18,18,147971,147971
05D,E54000010,E40000011,01MAR2022,18,18,148094,148094
05D,E54000010,E40000011,01APR2022,18,18,148111,148111
05D,E54000010,E40000011,01MAY2022,18,18,148241,148241
05D,E54000010,E40000011,01JUN2022,18,18,148453,148453
05D,E54000010,E40000011,01JUL2022,18,18,148635,148635
05D,E54000010,E40000011,01AUG2022,18,18,148904,148904
05D,E54000010,E40000011,01SEP2022,18,18,149170,149170
05D,E54000010,E40000011,01OCT2022,18,18,149307,149307
05D,E54000010,E40000011,01NOV2022,18,18,149577,149577
05D,E54000010,E40000011,01DEC2022,18,18,149867,149867
05D,E54000010,E40000011,01JAN2023,18,18,149960,149960
05G,E54000010,E40000011,01AUG2020,30,30,217462,217462
05G,E54000010,E40000011,01SEP2020,30,30,217417,217417
05G,E54000010,E40000011,01OCT2020,30,30,218151,218151
05G,E54000010,E40000011,01NOV2020,30,30,218117,218117
05G,E54000010,E40000011,01DEC2020,30,30,217916,217916
05G,E54000010,E40000011,01JAN2021,30,30,217725,217725
05G,E54000010,E40000011,01FEB2021,30,30,217449,217449
05G,E54000010,E40000011,01MAR2021,30,30,217340,217340
05G,E54000010,E40000011,01APR2021,30,30,217183,217183
05G,E54000010,E40000011,01MAY2021,30,30,217125,217125
05G,E54000010,E40000011,01JUN2021,30,30,216967,216967
05G,E54000010,E40000011,01JUL2021,30,30,216845,216845
05G,E54000010,E40000011,01AUG2021,30,30,216795,216795
05G,E54000010,E40000011,01SEP2021,30,30,216933,216933
05G,E54000010,E40000011,01OCT2021,30,30,217702,217702
05G,E54000010,E40000011,01NOV2021,30,30,217873,217873
05G,E54000010,E40000011,01DEC2021,30,30,218049,218049
05G,E54000010,E40000011,01JAN2022,30,30,218149,218149
05G,E54000010,E40000011,01FEB2022,30,30,218089,218089
05G,E54000010,E40000011,01MAR2022,30,30,218060,218060
05G,E54000010,E40000011,01APR2022,30,30,218049,218049
05G,E54000010,E40000011,01MAY2022,30,30,217914,217914
05G,E54000010,E40000011,01JUN2022,30,30,217882,217882
05G,E54000010,E40000011,01JUL2022,30,30,217780,217780
05G,E54000010,E40000011,01AUG2022,30,30,217689,217689
05G,E54000010,E40000011,01SEP2022,30,30,217647,217647
05G,E54000010,E40000011,01OCT2022,30,30,218396,218396
05G,E54000010,E40000011,01NOV2022,30,30,218327,218327
05G,E54000010,E40000011,01DEC2022,30,30,218459,218459
05G,E54000010,E40000011,01JAN2023,30,30,218517,218517
05Q,E54000010,E40000011,01AUG2020,24,24,215104,215104
05Q,E54000010,E40000011,01SEP2020,24,24,215362,215362
05Q,E54000010,E40000011,01OCT2020,24,24,215431,215431
05Q,E54000010,E40000011,01NOV2020,24,24,215540,215540
05Q,E54000010,E40000011,01DEC2020,24,24,215652,215652
05Q,E54000010,E40000011,01JAN2021,24,24,215704,215704
05Q,E54000010,E40000011,01FEB2021,24,24,215845,215845
05Q,E54000010,E40000011,01MAR2021,24,24,215900,215900
05Q,E54000010,E40000011,01APR2021,24,24,216097,216097
05Q,E54000010,E40000011,01MAY2021,24,24,216343,216343
05Q,E54000010,E40000011,01JUN2021,23,23,211961,211961
05Q,E54000010,E40000011,01JUL2021,23,23,212204,212204
05Q,E54000010,E40000011,01AUG2021,23,23,212502,212502
05Q,E54000010,E40000011,01SEP2021,23,23,212747,212747
05Q,E54000010,E40000011,01OCT2021,23,23,217564,217564
05Q,E54000010,E40000011,01NOV2021,23,23,217586,217586
05Q,E54000010,E40000011,01DEC2021,23,23,217664,217664
05Q,E54000010,E40000011,01JAN2022,23,23,217805,217805
05Q,E54000010,E40000011,01FEB2022,23,23,218018,218018
05Q,E54000010,E40000011,01MAR2022,23,23,218157,218157
05Q,E54000010,E40000011,01APR2022,23,23,218383,218383
05Q,E54000010,E40000011,01MAY2022,23,23,218490,218490
05Q,E54000010,E40000011,01JUN2022,23,23,218793,218793
05Q,E54000010,E40000011,01JUL2022,23,23,218995,218995
05Q,E54000010,E40000011,01AUG2022,23,23,219174,219174
05Q,E54000010,E40000011,01SEP2022,23,23,219443,219443
05Q,E54000010,E40000011,01OCT2022,22,23,219502,219502
05Q,E54000010,E40000011,01NOV2022,22,22,219695,219695
05Q,E54000010,E40000011,01DEC2022,22,22,219820,219820
05Q,E54000010,E40000011,01JAN2023,22,22,219933,219933
05V,E54000010,E40000011,01AUG2020,14,14,150192,150192
05V,E54000010,E40000011,01SEP2020,14,14,150424,150424
05V,E54000010,E40000011,01OCT2020,14,14,150482,150482
05V,E54000010,E40000011,01NOV2020,14,14,150537,150537
05V,E54000010,E40000011,01DEC2020,14,14,150625,150625
05V,E54000010,E40000011,01JAN2021,14,14,150564,150564
05V,E54000010,E40000011,01FEB2021,14,14,150489,150489
05V,E54000010,E40000011,01MAR2021,14,14,150624,150624
05V,E54000010,E40000011,01APR2021,14,14,150776,150776
05V,E54000010,E40000011,01MAY2021,14,14,150922,150922
05V,E54000010,E40000011,01JUN2021,14,14,151016,151016
05V,E54000010,E40000011,01JUL2021,14,14,151133,151133
05V,E54000010,E40000011,01AUG2021,14,14,151265,151265
05V,E54000010,E40000011,01SEP2021,14,14,151395,151395
05V,E54000010,E40000011,01OCT2021,14,14,151477,151477
05V,E54000010,E40000011,01NOV2021,14,14,151654,151654
05V,E54000010,E40000011,01DEC2021,14,14,151825,151825
05V,E54000010,E40000011,01JAN2022,14,14,151851,151851
05V,E54000010,E40000011,01FEB2022,14,14,151992,151992
05V,E54000010,E40000011,01MAR2022,14,14,152112,152112
05V,E54000010,E40000011,01APR2022,14,14,152256,152256
05V,E54000010,E40000011,01MAY2022,14,14,152361,152361
05V,E54000010,E40000011,01JUN2022,14,14,152561,152561
05V,E54000010,E40000011,01JUL2022,14,14,152627,152627
05V,E54000010,E40000011,01AUG2022,14,14,152786,152786
05V,E54000010,E40000011,01SEP2022,14,14,152988,152988
05V,E54000010,E40000011,01OCT2022,14,14,153023,153023
05V,E54000010,E40000011,01NOV2022,14,14,153110,153110
05V,E54000010,E40000011,01DEC2022,14,14,153221,153221
05V,E54000010,E40000011,01JAN2023,14,14,153292,153292
05W,E54000010,E40000011,01AUG2020,40,40,295985,295985
05W,E54000010,E40000011,01SEP2020,40,40,295854,295854
05W,E54000010,E40000011,01OCT2020,39,39,296003,296003
05W,E54000010,E40000011,01NOV2020,39,39,296211,296211
05W,E54000010,E40000011,01DEC2020,39,39,296293,296293
05W,E54000010,E40000011,01JAN2021,39,39,296369,296369
05W,E54000010,E40000011,01FEB2021,39,39,296232,296232
05W,E54000010,E40000011,01MAR2021,39,39,296222,296222
05W,E54000010,E40000011,01APR2021,39,39,296257,296257
05W,E54000010,E40000011,01MAY2021,38,39,291186,296252
05W,E54000010,E40000011,01JUN2021,38,38,296509,296509
05W,E54000010,E40000011,01JUL2021,38,38,296549,296549
05W,E54000010,E40000011,01AUG2021,38,38,296555,296555
05W,E54000010,E40000011,01SEP2021,38,38,296598,296598
05W,E54000010,E40000011,01OCT2021,38,38,296761,296761
05W,E54000010,E40000011,01NOV2021,38,38,296983,296983
05W,E54000010,E40000011,01DEC2021,38,38,297362,297362
05W,E54000010,E40000011,01JAN2022,38,38,297506,297506
05W,E54000010,E40000011,01FEB2022,38,38,297620,297620
05W,E54000010,E40000011,01MAR2022,38,38,297825,297825
05W,E54000010,E40000011,01APR2022,37,38,291604,298114
05W,E54000010,E40000011,01MAY2022,37,38,291826,298329
05W,E54000010,E40000011,01JUN2022,36,38,287916,298556
05W,E54000010,E40000011,01JUL2022,36,37,292105,298618
05W,E54000010,E40000011,01AUG2022,36,37,292396,298910
05W,E54000010,E40000011,01SEP2022,36,37,292474,298990
05W,E54000010,E40000011,01OCT2022,36,37,292802,299315
05W,E54000010,E40000011,01NOV2022,36,37,293473,300005
05W,E54000010,E40000011,01DEC2022,36,37,294243,300787
05W,E54000010,E40000011,01JAN2023,36,37,294709,301273
06H,E54000056,E40000007,01AUG2020,85,85,987431,987431
06H,E54000056,E40000007,01SEP2020,84,85,986050,986971
06H,E54000056,E40000007,01OCT2020,84,85,987419,987425
06H,E54000056,E40000007,01NOV2020,84,84,990033,990033
06H,E54000056,E40000007,01DEC2020,84,84,992018,992018
06H,E54000056,E40000007,01JAN2021,84,84,993118,993118
06H,E54000056,E40000007,01FEB2021,84,84,992875,992875
06H,E54000056,E40000007,01MAR2021,84,84,993223,993223
06H,E54000056,E40000007,01APR2021,84,85,994524,994524
06H,E54000056,E40000007,01MAY2021,84,85,995586,995586
06H,E54000056,E40000007,01JUN2021,84,86,996965,996965
06H,E54000056,E40000007,01JUL2021,84,86,1000023,1000023
