SUB_ICB_LOCATION_CODE,ICB_ONS_CODE,REGION_CODE,Appointment_Month,Included Practices,Open Practices,Patients registered at included practices,Patients registered at open practices
02P,E54000061,E40000012,01MAY2024,31,31,269943,269943
02P,E54000061,E40000012,01JUN2024,31,31,269907,269907
02P,E54000061,E40000012,01JUL2024,31,31,270094,270094
02P,E54000061,E40000012,01AUG2024,31,31,270379,270379
02P,E54000061,E40000012,01SEP2024,31,31,270512,270512
02P,E54000061,E40000012,01OCT2024,31,31,270699,270699
02P,E54000061,E40000012,01NOV2024,31,31,270669,270669
02P,E54000061,E40000012,01DEC2024,31,31,270826,270826
02P,E54000061,E40000012,01JAN2025,31,31,270729,270729
02P,E54000061,E40000012,01FEB2025,31,31,270855,270855
02P,E54000061,E40000012,01MAR2025,31,31,270760,270760
02P,E54000061,E40000012,01APR2025,31,31,270830,270830
02P,E54000061,E40000012,01MAY2025,31,31,270889,270889
02P,E54000061,E40000012,01JUN2025,31,31,270808,270808
02P,E54000061,E40000012,01JUL2025,31,31,270781,270781
02Q,E54000060,E40000011,01FEB2023,9,9,123888,123888
02Q,E54000060,E40000011,01MAR2023,9,9,124061,124061
02Q,E54000060,E40000011,01APR2023,9,9,124247,124247
02Q,E54000060,E40000011,01MAY2023,9,9,124430,124430
02Q,E54000060,E40000011,01JUN2023,9,9,124570,124570
02Q,E54000060,E40000011,01JUL2023,9,9,124718,124718
02Q,E54000060,E40000011,01AUG2023,9,9,125006,125006
02Q,E54000060,E40000011,01SEP2023,9,9,125222,125222
02Q,E54000060,E40000011,01OCT2023,9,9,125409,125409
02Q,E54000060,E40000011,01NOV2023,9,10,125614,125614
02Q,E54000060,E40000011,01DEC2023,9,10,125753,125753
02Q,E54000060,E40000011,01JAN2024,9,10,125869,125869
02Q,E54000060,E40000011,01FEB2024,9,10,126030,126030
02Q,E54000060,E40000011,01MAR2024,9,10,126231,126231
02Q,E54000060,E40000011,01APR2024,9,10,126361,126361
02Q,E54000060,E40000011,01MAY2024,9,10,126643,126643
02Q,E54000060,E40000011,01JUN2024,9,10,126786,126789
02Q,E54000060,E40000011,01JUL2024,9,10,126942,126946
02Q,E54000060,E40000011,01AUG2024,9,10,127227,127233
02Q,E54000060,E40000011,01SEP2024,9,10,127470,127477
02Q,E54000060,E40000011,01OCT2024,9,10,127595,127603
02Q,E54000060,E40000011,01NOV2024,9,10,127721,127728
02Q,E54000060,E40000011,01DEC2024,9,10,127833,127842
02Q,E54000060,E40000011,01JAN2025,9,10,127964,127973
02Q,E54000060,E40000011,01FEB2025,9,10,128018,128027
02Q,E54000060,E40000011,01MAR2025,9,10,128128,128137
02Q,E54000060,E40000011,01APR2025,9,10,128164,128172
02Q,E54000060,E40000011,01MAY2025,9,10,128291,128299
02Q,E54000060,E40000011,01JUN2025,9,10,128411,128419
02Q,E54000060,E40000011,01JUL2025,9,10,128546,128553
02T,E54000054,E40000012,01FEB2023,21,22,223281,223288
02T,E54000054,E40000012,01MAR2023,21,22,223461,223469
02T,E54000054,E40000012,01APR2023,21,22,223543,223548
02T,E54000054,E40000012,01MAY2023,20,21,213804,213809
02T,E54000054,E40000012,01JUN2023,20,21,223567,223573
02T,E54000054,E40000012,01JUL2023,20,21,223753,223762
02T,E54000054,E40000012,01AUG2023,20,21,223865,223874
02T,E54000054,E40000012,01SEP2023,20,21,224007,224014
02T,E54000054,E40000012,01OCT2023,20,21,224062,224071
02T,E54000054,E40000012,01NOV2023,20,21,224219,224232
02T,E54000054,E40000012,01DEC2023,20,21,224246,224260
02T,E54000054,E40000012,01JAN2024,20,21,224217,224233
02T,E54000054,E40000012,01FEB2024,20,21,224332,224344
02T,E54000054,E40000012,01MAR2024,20,21,224350,224361
02T,E54000054,E40000012,01APR2024,20,21,224503,224515
02T,E54000054,E40000012,01MAY2024,20,21,224809,224820
02T,E54000054,E40000012,01JUN2024,20,21,224936,224944
02T,E54000054,E40000012,01JUL2024,19,21,225113,225120
02T,E54000054,E40000012,01AUG2024,19,20,225267,225273
02T,E54000054,E40000012,01SEP2024,19,20,225446,225453
02T,E54000054,E40000012,01OCT2024,19,20,225468,225475
02T,E54000054,E40000012,01NOV2024,19,20,225572,225581
02T,E54000054,E40000012,01DEC2024,19,20,225674,225682
02T,E54000054,E40000012,01JAN2025,19,20,225733,225743
02T,E54000054,E40000012,01FEB2025,19,20,225835,225843
02T,E54000054,E40000012,01MAR2025,19,20,225684,225693
02T,E54000054,E40000012,01APR2025,19,20,225718,225730
02T,E54000054,E40000012,01MAY2025,19,20,225757,225768
02T,E54000054,E40000012,01JUN2025,19,20,225666,225678
02T,E54000054,E40000012,01JUL2025,19,20,225804,225815
02X,E54000061,E40000012,01FEB2023,37,37,331356,331356
02X,E54000061,E40000012,01MAR2023,37,37,331603,331603
02X,E54000061,E40000012,01APR2023,37,37,331898,331898
02X,E54000061,E40000012,01MAY2023,37,37,332067,332067
02X,E54000061,E40000012,01JUN2023,37,37,332556,332556
02X,E54000061,E40000012,01JUL2023,37,37,333073,333073
02X,E54000061,E40000012,01AUG2023,37,37,333694,333694
02X,E54000061,E40000012,01SEP2023,37,37,334135,334135
02X,E54000061,E40000012,01OCT2023,37,37,334531,334531
02X,E54000061,E40000012,01NOV2023,37,37,334951,334951
02X,E54000061,E40000012,01DEC2023,37,37,335332,335332
02X,E54000061,E40000012,01JAN2024,37,37,335758,335758
02X,E54000061,E40000012,01FEB2024,37,37,336060,336060
02X,E54000061,E40000012,01MAR2024,37,37,336490,336490
02X,E54000061,E40000012,01APR2024,37,37,336847,336847
02X,E54000061,E40000012,01MAY2024,37,37,337402,337402
02X,E54000061,E40000012,01JUN2024,37,37,337838,337838
02X,E54000061,E40000012,01JUL2024,37,37,338283,338283
02X,E54000061,E40000012,01AUG2024,37,37,338733,338733
02X,E54000061,E40000012,01SEP2024,37,37,339044,339044
02X,E54000061,E40000012,01OCT2024,37,37,339282,339282
02X,E54000061,E40000012,01NOV2024,37,37,339574,339574
02X,E54000061,E40000012,01DEC2024,37,37,339825,339825
02X,E54000061,E40000012,01JAN2025,37,37,339937,339937
02X,E54000061,E40000012,01FEB2025,37,37,340065,340065
02X,E54000061,E40000012,01MAR2025,37,37,340039,340039
02X,E54000061,E40000012,01APR2025,37,37,340278,340278
02X,E54000061,E40000012,01MAY2025,37,37,340438,340438
02X,E54000061,E40000012,01JUN2025,36,37,338198,340538
02X,E54000061,E40000012,01JUL2025,36,36,340749,340749
02Y,E54000051,E40000012,01FEB2023,25,26,310793,310793
02Y,E54000051,E40000012,01MAR2023,24,25,311084,311084
02Y,E54000051,E40000012,01APR2023,23,24,311352,311352
02Y,E54000051,E40000012,01MAY2023,23,24,311552,311552
02Y,E54000051,E40000012,01JUN2023,23,24,311776,311776
02Y,E54000051,E40000012,01JUL2023,23,24,312097,312097
02Y,E54000051,E40000012,01AUG2023,23,24,312526,312526
02Y,E54000051,E40000012,01SEP2023,23,24,312946,312946
02Y,E54000051,E40000012,01OCT2023,23,24,312946,312946
02Y,E54000051,E40000012,01NOV2023,23,24,313179,313179
02Y,E54000051,E40000012,01DEC2023,23,24,313514,313514
02Y,E54000051,E40000012,01JAN2024,23,24,313644,313644
02Y,E54000051,E40000012,01FEB2024,23,24,313917,313917
02Y,E54000051,E40000012,01MAR2024,23,24,314232,314232
02Y,E54000051,E40000012,01APR2024,23,24,314474,314474
02Y,E54000051,E40000012,01MAY2024,23,24,314912,314912
02Y,E54000051,E40000012,01JUN2024,23,24,315169,315169
02Y,E54000051,E40000012,01JUL2024,23,24,315570,315570
02Y,E54000051,E40000012,01AUG2024,23,24,316186,316186
02Y,E54000051,E40000012,01SEP2024,23,24,316693,316693
02Y,E54000051,E40000012,01OCT2024,23,24,316924,316924
02Y,E54000051,E40000012,01NOV2024,23,24,317272,317272
02Y,E54000051,E40000012,01DEC2024,23,24,317364,317364
02Y,E54000051,E40000012,01JAN2025,23,24,317473,317473
02Y,E54000051,E40000012,01FEB2025,23,24,317755,317755
02Y,E54000051,E40000012,01MAR2025,23,24,317993,317993
02Y,E54000051,E40000012,01APR2025,23,24,318227,318227
02Y,E54000051,E40000012,01MAY2025,23,24,318434,318434
02Y,E54000051,E40000012,01JUN2025,23,24,318580,318580
02Y,E54000051,E40000012,01JUL2025,23,24,318877,318877
03F,E54000051,E40000012,01FEB2023,32,32,310286,310286
03F,E54000051,E40000012,01MAR2023,32,32,310770,310770
03F,E54000051,E40000012,01APR2023,32,32,311033,311033
03F,E54000051,E40000012,01MAY2023,30,32,303804,311238
03F,E54000051,E40000012,01JUN2023,28,31,300785,311395
03F,E54000051,E40000012,01JUL2023,28,29,308157,311584
03F,E54000051,E40000012,01AUG2023,28,29,308368,311681
03F,E54000051,E40000012,01SEP2023,28,29,308304,311540
03F,E54000051,E40000012,01OCT2023,28,29,308826,311995
03F,E54000051,E40000012,01NOV2023,28,29,310035,313125
03F,E54000051,E40000012,01DEC2023,27,29,302911,313773
03F,E54000051,E40000012,01JAN2024,27,28,311132,314119
03F,E54000051,E40000012,01FEB2024,27,28,311398,314328
03F,E54000051,E40000012,01MAR2024,27,28,311706,314577
03F,E54000051,E40000012,01APR2024,27,28,311577,314393
03F,E54000051,E40000012,01MAY2024,27,28,311913,314684
03F,E54000051,E40000012,01JUN2024,27,28,311925,314663
03F,E54000051,E40000012,01JUL2024,27,28,311803,314505
03F,E54000051,E40000012,01AUG2024,27,28,311755,314412
03F,E54000051,E40000012,01SEP2024,27,28,311734,314356
03F,E54000051,E40000012,01OCT2024,27,28,311939,314513
03F,E54000051,E40000012,01NOV2024,27,28,312217,314734
03F,E54000051,E40000012,01DEC2024,27,28,312490,314964
03F,E54000051,E40000012,01JAN2025,27,28,312477,314933
03F,E54000051,E40000012,01FEB2025,27,28,312522,314926
03F,E54000051,E40000012,01MAR2025,27,28,312456,314836
03F,E54000051,E40000012,01APR2025,25,28,279600,314836
03F,E54000051,E40000012,01MAY2025,25,26,312413,314719
03F,E54000051,E40000012,01JUN2025,25,26,312347,314624
03F,E54000051,E40000012,01JUL2025,24,26,307587,314514
03H,E54000051,E40000012,01FEB2023,22,23,172417,172424
03H,E54000051,E40000012,01MAR2023,22,23,172542,172549
03H,E54000051,E40000012,01APR2023,22,23,172558,172565
03H,E54000051,E40000012,01MAY2023,20,23,166671,172662
03H,E54000051,E40000012,01JUN2023,19,20,172812,172819
03H,E54000051,E40000012,01JUL2023,19,20,172901,172908
03H,E54000051,E40000012,01AUG2023,19,20,173030,173033
03H,E54000051,E40000012,01SEP2023,19,20,173156,173156
03H,E54000051,E40000012,01OCT2023,19,20,173224,173224
03H,E54000051,E40000012,01NOV2023,19,19,173256,173256
03H,E54000051,E40000012,01DEC2023,19,19,173417,173417
03H,E54000051,E40000012,01JAN2024,19,19,173587,173587
03H,E54000051,E40000012,01FEB2024,19,19,173696,173696
03H,E54000051,E40000012,01MAR2024,19,19,173890,173890
03H,E54000051,E40000012,01APR2024,19,19,173908,173908
03H,E54000051,E40000012,01MAY2024,19,19,174196,174196
03H,E54000051,E40000012,01JUN2024,19,19,174294,174294
03H,E54000051,E40000012,01JUL2024,19,19,174446,174446
03H,E54000051,E40000012,01AUG2024,19,19,174665,174665
03H,E54000051,E40000012,01SEP2024,19,19,174724,174724
03H,E54000051,E40000012,01OCT2024,19,19,174702,174702
03H,E54000051,E40000012,01NOV2024,19,19,174730,174730
03H,E54000051,E40000012,01DEC2024,19,19,174714,174714
03H,E54000051,E40000012,01JAN2025,19,19,174726,174726
03H,E54000051,E40000012,01FEB2025,19,19,174684,174684
03H,E54000051,E40000012,01MAR2025,19,19,174613,174613
03H,E54000051,E40000012,01APR2025,19,19,174702,174702
03H,E54000051,E40000012,01MAY2025,19,19,174692,174692
03H,E54000051,E40000012,01JUN2025,19,19,174721,174721
03H,E54000051,E40000012,01JUL2025,19,19,174656,174656
03K,E54000051,E40000012,01FEB2023,19,19,183766,183766
03K,E54000051,E40000012,01MAR2023,19,19,183786,183786
03K,E54000051,E40000012,01APR2023,19,19,183812,183812
03K,E54000051,E40000012,01MAY2023,19,19,183795,183795
03K,E54000051,E40000012,01JUN2023,19,19,183867,183867
03K,E54000051,E40000012,01JUL2023,19,19,184001,184001
03K,E54000051,E40000012,01AUG2023,19,19,184235,184235
03K,E54000051,E40000012,01SEP2023,19,19,184349,184349
03K,E54000051,E40000012,01OCT2023,19,19,184346,184346
03K,E54000051,E40000012,01NOV2023,19,19,184226,184226
03K,E54000051,E40000012,01DEC2023,19,19,184388,184388
03K,E54000051,E40000012,01JAN2024,19,19,184413,184413
03K,E54000051,E40000012,01FEB2024,19,19,184641,184641
03K,E54000051,E40000012,01MAR2024,19,19,184722,184722
03K,E54000051,E40000012,01APR2024,19,19,184777,184777
03K,E54000051,E40000012,01MAY2024,19,19,184938,184938
03K,E54000051,E40000012,01JUN2024,19,19,185021,185021
03K,E54000051,E40000012,01JUL2024,19,19,185229,185229
03K,E54000051,E40000012,01AUG2024,19,19,185402,185402
03K,E54000051,E40000012,01SEP2024,19,19,185568,185568
03K,E54000051,E40000012,01OCT2024,19,19,185591,185591
03K,E54000051,E40000012,01NOV2024,19,19,185676,185676
03K,E54000051,E40000012,01DEC2024,19,19,185735,185735
03K,E54000051,E40000012,01JAN2025,19,19,185667,185667
03K,E54000051,E40000012,01FEB2025,19,19,185735,185735
03K,E54000051,E40000012,01MAR2025,19,19,185708,185708
03K,E54000051,E40000012,01APR2025,19,19,185712,185712
03K,E54000051,E40000012,01MAY2025,18,18,185707,185707
03K,E54000051,E40000012,01JUN2025,18,18,185775,185775
03K,E54000051,E40000012,01JUL2025,18,18,185733,185733
03L,E54000061,E40000012,01FEB2023,28,28,269060,269060
03L,E54000061,E40000012,01MAR2023,28,28,269327,269327
03L,E54000061,E40000012,01APR2023,28,28,269670,269670
03L,E54000061,E40000012,01MAY2023,28,28,269960,269960
03L,E54000061,E40000012,01JUN2023,28,28,270241,270241
03L,E54000061,E40000012,01JUL2023,28,28,270568,270568
03L,E54000061,E40000012,01AUG2023,28,28,271013,271013
03L,E54000061,E40000012,01SEP2023,28,28,271261,271261
03L,E54000061,E40000012,01OCT2023,28,28,271604,271604
03L,E54000061,E40000012,01NOV2023,28,28,271801,271801
03L,E54000061,E40000012,01DEC2023,28,28,272119,272119
03L,E54000061,E40000012,01JAN2024,28,28,272343,272343
03L,E54000061,E40000012,01FEB2024,28,28,272684,272684
03L,E54000061,E40000012,01MAR2024,28,28,272814,272814
03L,E54000061,E40000012,01APR2024,28,28,273038,273038
03L,E54000061,E40000012,01MAY2024,28,28,273371,273371
03L,E54000061,E40000012,01JUN2024,28,28,273827,273827
03L,E54000061,E40000012,01JUL2024,28,28,274108,274108
03L,E54000061,E40000012,01AUG2024,28,28,274352,274352
03L,E54000061,E40000012,01SEP2024,28,28,274603,274603
03L,E54000061,E40000012,01OCT2024,28,28,274806,274806
03L,E54000061,E40000012,01NOV2024,28,28,275189,275189
03L,E54000061,E40000012,01DEC2024,28,28,275379,275379
03L,E54000061,E40000012,01JAN2025,28,29,275620,275620
03L,E54000061,E40000012,01FEB2025,28,29,275819,275819
03L,E54000061,E40000012,01MAR2025,28,29,275929,275929
03L,E54000061,E40000012,01APR2025,28,29,276073,276073
03L,E54000061,E40000012,01MAY2025,28,29,275969,275969
03L,E54000061,E40000012,01JUN2025,28,29,276236,276236
03L,E54000061,E40000012,01JUL2025,28,29,276437,276437
03N,E54000061,E40000012,01FEB2023,74,74,630297,630297
03N,E54000061,E40000012,01MAR2023,74,74,630686,630686
03N,E54000061,E40000012,01APR2023,74,74,630602,630602
03N,E54000061,E40000012,01MAY2023,74,74,630776,630776
03N,E54000061,E40000012,01JUN2023,74,74,630856,630856
03N,E54000061,E40000012,01JUL2023,74,74,630558,630558
03N,E54000061,E40000012,01AUG2023,74,74,630317,630317
03N,E54000061,E40000012,01SEP2023,74,74,630002,630002
03N,E54000061,E40000012,01OCT2023,74,74,638075,638075
03N,E54000061,E40000012,01NOV2023,74,74,638748,638748
03N,E54000061,E40000012,01DEC2023,74,74,639162,639162
03N,E54000061,E40000012,01JAN2024,74,74,638778,638778
03N,E54000061,E40000012,01FEB2024,74,74,639064,639064
03N,E54000061,E40000012,01MAR2024,74,74,638734,638734
03N,E54000061,E40000012,01APR2024,74,74,638435,638435
03N,E54000061,E40000012,01MAY2024,73,74,625244,638635
03N,E54000061,E40000012,01JUN2024,73,74,624883,638282
03N,E54000061,E40000012,01JUL2024,73,74,624218,637634
03N,E54000061,E40000012,01AUG2024,74,74,636964,636964
03N,E54000061,E40000012,01SEP2024,74,74,636717,636717
03N,E54000061,E40000012,01OCT2024,74,74,640987,640987
03N,E54000061,E40000012,01NOV2024,74,74,641640,641640
03N,E54000061,E40000012,01DEC2024,74,74,641746,641746
03N,E54000061,E40000012,01JAN2025,74,74,641470,641470
03N,E54000061,E40000012,01FEB2025,74,74,641045,641045
03N,E54000061,E40000012,01MAR2025,74,74,640635,640635
03N,E54000061,E40000012,01APR2025,74,74,640014,640014
03N,E54000061,E40000012,01MAY2025,74,74,639402,639402
03N,E54000061,E40000012,01JUN2025,74,74,637209,637209
03N,E54000061,E40000012,01JUL2025,74,74,636434,636434
03Q,E54000051,E40000012,01FEB2023,11,12,250979,250979
03Q,E54000051,E40000012,01MAR2023,11,12,251104,251104
03Q,E54000051,E40000012,01APR2023,11,12,251062,251062
03Q,E54000051,E40000012,01MAY2023,11,12,251009,251009
03Q,E54000051,E40000012,01JUN2023,11,12,251033,251033
03Q,E54000051,E40000012,01JUL2023,11,12,250844,250844
03Q,E54000051,E40000012,01AUG2023,11,12,250317,250317
03Q,E54000051,E40000012,01SEP2023,11,12,249775,249775
03Q,E54000051,E40000012,01OCT2023,11,12,250237,250237
03Q,E54000051,E40000012,01NOV2023,11,12,251485,251485
03Q,E54000051,E40000012,01DEC2023,11,12,252758,252758
03Q,E54000051,E40000012,01JAN2024,11,12,253007,253007
03Q,E54000051,E40000012,01FEB2024,11,12,252961,252961
03Q,E54000051,E40000012,01MAR2024,11,12,252348,252348
03Q,E54000051,E40000012,01APR2024,11,12,251819,251819
03Q,E54000051,E40000012,01MAY2024,11,12,251704,251704
03Q,E54000051,E40000012,01JUN2024,11,12,251580,251580
03Q,E54000051,E40000012,01JUL2024,11,12,251088,251088
03Q,E54000051,E40000012,01AUG2024,11,13,250507,250507
03Q,E54000051,E40000012,01SEP2024,11,13,250333,250333
03Q,E54000051,E40000012,01OCT2024,11,13,251291,251291
03Q,E54000051,E40000012,01NOV2024,11,13,252690,252690
03Q,E54000051,E40000012,01DEC2024,11,13,253133,253133
03Q,E54000051,E40000012,01JAN2025,11,13,253173,253173
03Q,E54000051,E40000012,01FEB2025,11,13,252507,252507
03Q,E54000051,E40000012,01MAR2025,11,13,251978,251978
03Q,E54000051,E40000012,01APR2025,11,13,251580,251580
03Q,E54000051,E40000012,01MAY2025,11,13,251312,251312
03Q,E54000051,E40000012,01JUN2025,11,13,250950,250950
03Q,E54000051,E40000012,01JUL2025,11,13,250095,250095
03R,E54000054,E40000012,01FEB2023,34,34,391678,391678
03R,E54000054,E40000012,01MAR2023,34,34,391972,391972
03R,E54000054,E40000012,01APR2023,34,34,392391,392391
03R,E54000054,E40000012,01MAY2023,34,34,392788,392788
03R,E54000054,E40000012,01JUN2023,34,34,393205,393205
03R,E54000054,E40000012,01JUL2023,34,34,393667,393667
03R,E54000054,E40000012,01AUG2023,34,34,394211,394211
03R,E54000054,E40000012,01SEP2023,34,34,394662,394662
03R,E54000054,E40000012,01OCT2023,34,34,395067,395067
03R,E54000054,E40000012,01NOV2023,34,34,395575,395575
03R,E54000054,E40000012,01DEC2023,34,34,395785,395785
03R,E54000054,E40000012,01JAN2024,34,34,396089,396089
03R,E54000054,E40000012,01FEB2024,34,34,396445,396445
03R,E54000054,E40000012,01MAR2024,34,34,396669,396669
03R,E54000054,E40000012,01APR2024,34,34,397069,397069
03R,E54000054,E40000012,01MAY2024,34,34,397586,397586
03R,E54000054,E40000012,01JUN2024,34,34,398115,398115
03R,E54000054,E40000012,01JUL2024,34,34,398492,398492
03R,E54000054,E40000012,01AUG2024,34,34,398930,398930
03R,E54000054,E40000012,01SEP2024,34,34,399097,399097
03R,E54000054,E40000012,01OCT2024,34,34,399049,399049
03R,E54000054,E40000012,01NOV2024,34,34,399185,399185
03R,E54000054,E40000012,01DEC2024,34,34,399371,399371
03R,E54000054,E40000012,01JAN2025,34,34,399519,399519
03R,E54000054,E40000012,01FEB2025,34,34,399676,399676
03R,E54000054,E40000012,01MAR2025,34,34,399726,399726
03R,E54000054,E40000012,01APR2025,34,34,399866,399866
03R,E54000054,E40000012,01MAY2025,34,34,399933,399933
03R,E54000054,E40000012,01JUN2025,34,34,400030,400030
03R,E54000054,E40000012,01JUL2025,34,34,400167,400167
03W,E54000015,E40000011,01FEB2023,30,32,354990,355106
03W,E54000015,E40000011,01MAR2023,30,32,355228,355347
03W,E54000015,E40000011,01APR2023,30,32,355510,355624
03W,E54000015,E40000011,01MAY2023,30,32,355625,355746
03W,E54000015,E40000011,01JUN2023,30,32,355791,355913
03W,E54000015,E40000011,01JUL2023,30,32,355436,355555
03W,E54000015,E40000011,01AUG2023,30,32,355977,356100
03W,E54000015,E40000011,01SEP2023,30,32,356769,356896
03W,E54000015,E40000011,01OCT2023,30,32,356912,357041
03W,E54000015,E40000011,01NOV2023,30,32,357270,357399
03W,E54000015,E40000011,01DEC2023,30,32,357470,357598
03W,E54000015,E40000011,01JAN2024,30,32,357375,357504
03W,E54000015,E40000011,01FEB2024,30,32,357704,357829
03W,E54000015,E40000011,01MAR2024,30,32,357882,358009
03W,E54000015,E40000011,01APR2024,30,32,358199,358325
03W,E54000015,E40000011,01MAY2024,30,32,358632,358754
03W,E54000015,E40000011,01JUN2024,29,32,355314,359220
03W,E54000015,E40000011,01JUL2024,29,31,359438,359559
03W,E54000015,E40000011,01AUG2024,29,31,359817,359935
03W,E54000015,E40000011,01SEP2024,29,31,360321,360438
03W,E54000015,E40000011,01OCT2024,29,31,360474,360602
03W,E54000015,E40000011,01NOV2024,29,31,360787,360891
03W,E54000015,E40000011,01DEC2024,29,31,359698,359801
03W,E54000015,E40000011,01JAN2025,29,31,359854,359961
03W,E54000015,E40000011,01FEB2025,29,31,360028,360135
03W,E54000015,E40000011,01MAR2025,29,31,360144,360250
03W,E54000015,E40000011,01APR2025,29,31,360247,360359
03W,E54000015,E40000011,01MAY2025,29,31,360587,360704
03W,E54000015,E40000011,01JUN2025,29,31,360800,360912
03W,E54000015,E40000011,01JUL2025,29,31,361095,361202
04C,E54000015,E40000011,01FEB2023,56,56,435491,435491
04C,E54000015,E40000011,01MAR2023,56,56,436583,436583
04C,E54000015,E40000011,01APR2023,56,56,437217,437217
04C,E54000015,E40000011,01MAY2023,52,55,429255,437421
04C,E54000015,E40000011,01JUN2023,51,51,438431,438431
04C,E54000015,E40000011,01JUL2023,51,51,438791,438791
04C,E54000015,E40000011,01AUG2023,51,51,439373,439373
04C,E54000015,E40000011,01SEP2023,51,51,439616,439616
04C,E54000015,E40000011,01OCT2023,51,51,441263,441263
04C,E54000015,E40000011,01NOV2023,51,51,444567,444567
04C,E54000015,E40000011,01DEC2023,51,51,446248,446248
04C,E54000015,E40000011,01JAN2024,51,51,447376,447376
04C,E54000015,E40000011,01FEB2024,51,51,448757,448757
04C,E54000015,E40000011,01MAR2024,51,51,449261,449261
04C,E54000015,E40000011,01APR2024,51,51,449456,449456
04C,E54000015,E40000011,01MAY2024,51,51,449878,449878
04C,E54000015,E40000011,01JUN2024,51,51,449770,449770
04C,E54000015,E40000011,01JUL2024,51,51,449813,449813
04C,E54000015,E40000011,01AUG2024,51,51,449392,449392
04C,E54000015,E40000011,01SEP2024,51,51,449033,449033
04C,E54000015,E40000011,01OCT2024,51,51,448749,448749
04C,E54000015,E40000011,01NOV2024,51,51,450032,450032
04C,E54000015,E40000011,01DEC2024,51,51,450385,450385
04C,E54000015,E40000011,01JAN2025,51,51,450439,450439
04C,E54000015,E40000011,01FEB2025,51,51,450462,450462
04C,E54000015,E40000011,01MAR2025,51,51,450004,450004
04C,E54000015,E40000011,01APR2025,51,51,450184,450184
04C,E54000015,E40000011,01MAY2025,51,51,449523,449523
04C,E54000015,E40000011,01JUN2025,51,51,449394,449394
04C,E54000015,E40000011,01JUL2025,51,51,449203,449203
04V,E54000015,E40000011,01FEB2023,46,46,414188,414188
04V,E54000015,E40000011,01MAR2023,46,46,414454,414454
04V,E54000015,E40000011,01APR2023,46,46,414656,414656
04V,E54000015,E40000011,01MAY2023,46,46,414837,414837
04V,E54000015,E40000011,01JUN2023,46,46,415087,415087
04V,E54000015,E40000011,01JUL2023,46,46,415254,415254
04V,E54000015,E40000011,01AUG2023,46,46,415418,415418
04V,E54000015,E40000011,01SEP2023,46,46,415601,415601
04V,E54000015,E40000011,01OCT2023,46,46,416240,416240
04V,E54000015,E40000011,01NOV2023,46,46,417489,417489
04V,E54000015,E40000011,01DEC2023,46,46,418150,418150
04V,E54000015,E40000011,01JAN2024,46,46,418430,418430
04V,E54000015,E40000011,01FEB2024,46,46,419128,419128
04V,E54000015,E40000011,01MAR2024,46,46,419549,419549
04V,E54000015,E40000011,01APR2024,46,46,419917,419917
04V,E54000015,E40000011,01MAY2024,46,46,420384,420384
04V,E54000015,E40000011,01JUN2024,46,46,420344,420344
04V,E54000015,E40000011,01JUL2024,46,46,420570,420570
04V,E54000015,E40000011,01AUG2024,46,46,420396,420396
04V,E54000015,E40000011,01SEP2024,46,46,420462,420462
04V,E54000015,E40000011,01OCT2024,46,46,421561,421561
04V,E54000015,E40000011,01NOV2024,46,46,422587,422587
04V,E54000015,E40000011,01DEC2024,46,46,422971,422971
04V,E54000015,E40000011,01JAN2025,46,46,423204,423204
04V,E54000015,E40000011,01FEB2025,46,46,423622,423622
04V,E54000015,E40000011,01MAR2025,46,46,423860,423860
04V,E54000015,E40000011,01APR2025,46,46,423961,423961
04V,E54000015,E40000011,01MAY2025,46,46,423831,423831
04V,E54000015,E40000011,01JUN2025,46,46,423997,423997
04V,E54000015,E40000011,01JUL2025,46,46,423896,423896
04Y,E54000010,E40000011,01FEB2023,22,23,136917,136917
04Y,E54000010,E40000011,01MAR2023,22,23,137113,137113
04Y,E54000010,E40000011,01APR2023,22,23,137190,137190
04Y,E54000010,E40000011,01MAY2023,22,23,137367,137367
04Y,E54000010,E40000011,01JUN2023,22,23,137503,137503
04Y,E54000010,E40000011,01JUL2023,22,23,137723,137723
04Y,E54000010,E40000011,01AUG2023,22,23,137965,137965
04Y,E54000010,E40000011,01SEP2023,22,23,138941,138941
04Y,E54000010,E40000011,01OCT2023,22,23,139069,139069
04Y,E54000010,E40000011,01NOV2023,22,23,139222,139222
04Y,E54000010,E40000011,01DEC2023,22,23,139185,139185
04Y,E54000010,E40000011,01JAN2024,22,23,139316,139316
04Y,E54000010,E40000011,01FEB2024,22,23,139522,139522
04Y,E54000010,E40000011,01MAR2024,22,23,139650,139650
04Y,E54000010,E40000011,01APR2024,22,23,139657,139657
04Y,E54000010,E40000011,01MAY2024,22,23,139876,139876
04Y,E54000010,E40000011,01JUN2024,22,23,140001,140001
04Y,E54000010,E40000011,01JUL2024,22,23,140094,140094
04Y,E54000010,E40000011,01AUG2024,22,23,140200,140200
04Y,E54000010,E40000011,01SEP2024,22,23,140287,140287
04Y,E54000010,E40000011,01OCT2024,22,23,140265,140265
04Y,E54000010,E40000011,01NOV2024,22,23,140363,140363
04Y,E54000010,E40000011,01DEC2024,22,23,140416,140416
04Y,E54000010,E40000011,01JAN2025,22,23,140472,140472
04Y,E54000010,E40000011,01FEB2025,22,23,140511,140511
04Y,E54000010,E40000011,01MAR2025,22,23,140468,140468
